"City","State","Country","Market","Region","Geo_ID"
"Bridgeton","New Jersey","United States","US","East",512
"Bridgetown","Saint Michael","Barbados","LATAM","Caribbean",513
"Brighton","England","United Kingdom","EU","North",514
"Brindisi","Apulia","Italy","EU","South",515
"Brisbane","Queensland","Australia","APAC","Oceania",516
"Bristol","Connecticut","United States","US","East",517
"Bristol","England","United Kingdom","EU","North",518
"Bristol","Tennessee","United States","US","South",519
"Briton Ferry","Wales","United Kingdom","EU","North",520
"Brive-la-Gaillarde","Limousin","France","EU","Central",521
"Broken Arrow","Oklahoma","United States","US","Central",522
"Broken Hill","New South Wales","Australia","APAC","Oceania",523
"Bron","Rhône-Alpes","France","EU","Central",524
"Broomfield","Colorado","United States","US","West",525
"Brownsville","Texas","United States","US","Central",526
"Bruges","West Flanders","Belgium","EU","Central",527
"Brumado","Bahia","Brazil","LATAM","South",528
"Brussels","Brussels","Belgium","EU","Central",529
"Bry-sur-Marne","Ile-de-France","France","EU","Central",530
"Bryan","Texas","United States","US","Central",531
"Bryansk","Bryansk","Russia","EMEA","EMEA",532
"Buca","Izmir","Turkey","EMEA","EMEA",533
"Bucaramanga","Santander","Colombia","LATAM","South",534
"Bucheon","Gyeonggi","South Korea","APAC","North Asia",535
"Budapest","Budapest","Hungary","EMEA","EMEA",536
"Budënnovsk","Stavropol'","Russia","EMEA","EMEA",537
"Buenos Aires","Buenos Aires","Argentina","LATAM","South",538
"Buffalo","New York","United States","US","East",539
"Buffalo Grove","Illinois","United States","US","Central",540
"Bujumbura","Bujumbura-Mairie","Burundi","Africa","Africa",541
"Bukavu","South Kivu","Democratic Republic of the Congo","Africa","Africa",542
"Bulawayo","Bulawayo","Zimbabwe","Africa","Africa",543
"Bullhead City","Arizona","United States","US","West",544
"Bunbury","Western Australia","Australia","APAC","Oceania",545
"Bundaberg","Queensland","Australia","APAC","Oceania",546
"Bur Sudan","Red Sea","Sudan","Africa","Africa",547
"Burbank","California","United States","US","West",548
"Burgas","Burgas","Bulgaria","EMEA","EMEA",549
"Burgos","Castile and León","Spain","EU","South",550
"Buriticupu","Maranhão","Brazil","LATAM","South",551
"Burlington","Iowa","United States","US","Central",552
"Burlington","North Carolina","United States","US","South",553
"Burlington","Ontario","Canada","Canada","Canada",554
"Burlington","Vermont","United States","US","East",555
"Burnaby","British Columbia","Canada","Canada","Canada",556
"Burnie","Tasmania","Australia","APAC","Oceania",557
"Burnley","England","United Kingdom","EU","North",558
"Bursa","Bursa","Turkey","EMEA","EMEA",559
"Bury","England","United Kingdom","EU","North",560
"Busan","Busan","South Korea","APAC","North Asia",561
"Busto Arsizio","Lombardy","Italy","EU","South",562
"Butare","Southern","Rwanda","Africa","Africa",563
"Buyukcekmece","Istanbul","Turkey","EMEA","EMEA",564
"Buzau","Buzau","Romania","EMEA","EMEA",565
"Bytom","Silesia","Poland","EMEA","EMEA",566
"Cabimas","Zulia","Venezuela","LATAM","South",567
"Cabo Frio","Rio de Janeiro","Brazil","LATAM","South",568
"Cabo de Santo Agostinho","Pernambuco","Brazil","LATAM","South",569
"Cachan","Ile-de-France","France","EU","Central",570
"Cadereyta","Nuevo León","Mexico","LATAM","North",571
"Caen","Lower Normandy","France","EU","Central",572
"Cagliari","Sardinia","Italy","EU","South",573
"Cagnes-sur-Mer","Provence-Alpes-Côte d'Azur","France","EU","Central",574
"Cagua","Aragua","Venezuela","LATAM","South",575
"Cainta","Calabarzon","Philippines","APAC","Southeast Asia",576
"Cairns","Queensland","Australia","APAC","Oceania",577
"Cairo","Al Qahirah","Egypt","Africa","Africa",578
"Cajamarca","Cajamarca","Peru","LATAM","South",579
"Cajazeiras","Paraíba","Brazil","LATAM","South",580
"Calabar","Cross River","Nigeria","Africa","Africa",581
"Calabozo","Guárico","Venezuela","LATAM","South",582
"Calais","Nord-Pas-de-Calais","France","EU","Central",583
"Calama","Antofagasta","Chile","LATAM","South",584
"Calamba","Calabarzon","Philippines","APAC","Southeast Asia",585
"Caldwell","Idaho","United States","US","West",586
"Calgary","Alberta","Canada","Canada","Canada",587
"Callao","Callao","Peru","LATAM","South",588
"Caloocan","National Capital","Philippines","APAC","Southeast Asia",589
"Caloundra","Queensland","Australia","APAC","Oceania",590
"Caluire-et-Cuire","Rhône-Alpes","France","EU","Central",591
"Camagüey","Camagüey","Cuba","LATAM","Caribbean",592
"Camaragibe","Pernambuco","Brazil","LATAM","South",593
"Camarillo","California","United States","US","West",594
"Camaçari","Bahia","Brazil","LATAM","South",595
"Cambrai","Nord-Pas-de-Calais","France","EU","Central",596
"Cambridge","England","United Kingdom","EU","North",597
"Cambridge","Massachusetts","United States","US","East",598
"Cambridge","Waikato","New Zealand","APAC","Oceania",599
"Cambé","Parana","Brazil","LATAM","South",600
"Camocim","Ceará","Brazil","LATAM","South",601
"Campeche","Campeche","Mexico","LATAM","North",602
"Campina Grande","Paraíba","Brazil","LATAM","South",603
"Campo Grande","Mato Grosso do Sul","Brazil","LATAM","South",604
"Campo Limpo Paulista","São Paulo","Brazil","LATAM","South",605
"Can Tho","T?nh C?n Th?","Vietnam","APAC","Southeast Asia",606
"Canakkale","Canakkale","Turkey","EMEA","EMEA",607
"Canberra","Australian Capital Territory","Australia","APAC","Oceania",608
"Cancún","Quintana Roo","Mexico","LATAM","North",609
"Cangzhou","Hebei","China","APAC","North Asia",610
"Cankaya","Ankara","Turkey","EMEA","EMEA",611
"Cannes","Provence-Alpes-Côte d'Azur","France","EU","Central",612
"Canoas","Rio Grande do Sul","Brazil","LATAM","South",613
"Canton","Michigan","United States","US","Central",614
"Capannori","Tuscany","Italy","EU","South",615
"Cape Coast","Central","Ghana","Africa","Africa",616
"Cape Town","Western Cape","South Africa","Africa","Africa",617
"Capelle aan den IJssel","South Holland","Netherlands","EU","Central",618
"Capua","Campania","Italy","EU","South",619
"Caracas","Distrito Capital","Venezuela","LATAM","South",620
"Caraguatatuba","São Paulo","Brazil","LATAM","South",621
"Carapicuíba","São Paulo","Brazil","LATAM","South",622
"Carcassonne","Languedoc-Roussillon","France","EU","Central",623
"Cardiff","Wales","United Kingdom","EU","North",624
"Carlisle","England","United Kingdom","EU","North",625
"Carlsbad","New Mexico","United States","US","West",626
"Carol Stream","Illinois","United States","US","Central",627
"Carora","Lara","Venezuela","LATAM","South",628
"Carpentras","Provence-Alpes-Côte d'Azur","France","EU","Central",629
"Carpi","Emilia-Romagna","Italy","EU","South",630
"Carquefou","Pays de la Loire","France","EU","Central",631
"Carrara","Tuscany","Italy","EU","South",632
"Carrefour","Ouest","Haiti","LATAM","Caribbean",633
"Carrollton","Texas","United States","US","Central",634
"Cartagena","Bolívar","Colombia","LATAM","South",635
"Cartagena","Murcia","Spain","EU","South",636
"Cartago","Valle del Cauca","Colombia","LATAM","South",637
"Carvin","Nord-Pas-de-Calais","France","EU","Central",638
"Cary","North Carolina","United States","US","South",639
"Casablanca","Grand Casablanca","Morocco","Africa","Africa",640
"Caserta","Campania","Italy","EU","South",641
"Casoria","Campania","Italy","EU","South",642
"Cassilândia","Mato Grosso do Sul","Brazil","LATAM","South",643
"Castanhal","Pará","Brazil","LATAM","South",644
"Castellammare di Stabia","Campania","Italy","EU","South",645
"Castelldefels","Catalonia","Spain","EU","South",646
"Castelnau-le-Lez","Languedoc-Roussillon","France","EU","Central",647
"Castres","Midi-Pyrénées","France","EU","Central",648
"Castrop-Rauxel","North Rhine-Westphalia","Germany","EU","Central",649
"Catalão","Goiás","Brazil","LATAM","South",650
"Catanduva","São Paulo","Brazil","LATAM","South",651
"Catania","Sicily","Italy","EU","South",652
"Catia La Mar","Vargas","Venezuela","LATAM","South",653
"Caucaia","Ceará","Brazil","LATAM","South",654
"Cavaillon","Provence-Alpes-Côte d'Azur","France","EU","Central",655
"Caxias do Sul","Rio Grande do Sul","Brazil","LATAM","South",656
"Caçador","Santa Catarina","Brazil","LATAM","South",657
"Cedar Hill","Texas","United States","US","Central",658
"Cedar Rapids","Iowa","United States","US","Central",659
"Celaya","Guanajuato","Mexico","LATAM","North",660
"Celle","Lower Saxony","Germany","EU","Central",661
"Centurion","Gauteng","South Africa","Africa","Africa",662
"Cercola","Campania","Italy","EU","South",663
"Cergy","Ile-de-France","France","EU","Central",664
"Cerignola","Apulia","Italy","EU","South",665
"Cesena","Emilia-Romagna","Italy","EU","South",666
"Cessnock","New South Wales","Australia","APAC","Oceania",667
"Cestas","Aquitaine","France","EU","Central",668
"Ceuta","Ceuta","Spain","EU","South",669
"Ceyhan","Adana","Turkey","EMEA","EMEA",670
"Chaguanas","Chaguanas","Trinidad and Tobago","LATAM","Caribbean",671
"Chalinze","Pwani","Tanzania","Africa","Africa",672
"Chalus","Mazandaran","Iran","EMEA","EMEA",673
"Champaign","Illinois","United States","US","Central",674
"Champigny-sur-Marne","Ile-de-France","France","EU","Central",675
"Chandigarh","Chandigarh","India","APAC","Central Asia",676
"Chandler","Arizona","United States","US","West",677
"Changchun","Jilin","China","APAC","North Asia",678
"Changde","Hunan","China","APAC","North Asia",679
"Changsha","Hunan","China","APAC","North Asia",680
"Changshu","Jiangsu","China","APAC","North Asia",681
"Changwon","Gyeongsangnam","South Korea","APAC","North Asia",682
"Changzhi","Shanxi","China","APAC","North Asia",683
"Changzhou","Jiangsu","China","APAC","North Asia",684
"Chaohu","Anhui","China","APAC","North Asia",685
"Chaoyang","Jilin","China","APAC","North Asia",686
"Chaoyang","Liaoning","China","APAC","North Asia",687
"Chaozhou","Guangdong","China","APAC","North Asia",688
"Chapecó","Santa Catarina","Brazil","LATAM","South",689
"Chapel Allerton","England","United Kingdom","EU","North",690
"Chapel Hill","North Carolina","United States","US","South",691
"Charallave","Miranda","Venezuela","LATAM","South",692
"Charleroi","Hainaut","Belgium","EU","Central",693
"Charlotte","North Carolina","United States","US","South",694
"Charlottesville","Virginia","United States","US","South",695
"Chartres","Centre","France","EU","Central",696
"Chatham","England","United Kingdom","EU","North",697
"Chatou","Ile-de-France","France","EU","Central",698
"Chattanooga","Tennessee","United States","US","South",699
"Chaumont","Champagne-Ardenne","France","EU","Central",700
"Chaville","Ile-de-France","France","EU","Central",701
"Chelles","Ile-de-France","France","EU","Central",702
"Chelmsford","England","United Kingdom","EU","North",703
"Cheltenham","England","United Kingdom","EU","North",704
"Chelyabinsk","Chelyabinsk","Russia","EMEA","EMEA",705
"Chemnitz","Saxony","Germany","EU","Central",706
"Chengdu","Sichuan","China","APAC","North Asia",707
"Chengjiang","Jiangsu","China","APAC","North Asia",708
"Chennai","Tamil Nadu","India","APAC","Central Asia",709
"Chenzhou","Hunan","China","APAC","North Asia",710
"Cheonan","South Chungcheong","South Korea","APAC","North Asia",711
"Cherbourg-Octeville","Lower Normandy","France","EU","Central",712
"Cherkasy","Cherkasy","Ukraine","EMEA","EMEA",713
"Chernihiv","Chernihiv","Ukraine","EMEA","EMEA",714
"Chesapeake","Virginia","United States","US","South",715
"Cheshunt","England","United Kingdom","EU","North",716
"Chester","England","United Kingdom","EU","North",717
"Chester","Pennsylvania","United States","US","East",718
"Chesterfield","England","United Kingdom","EU","North",719
"Chetumal","Quintana Roo","Mexico","LATAM","North",720
"Chevilly-Larue","Ile-de-France","France","EU","Central",721
"Cheyenne","Wyoming","United States","US","West",722
"Chicago","Illinois","United States","US","Central",723
"Chiclana de la Frontera","Andalusía","Spain","EU","South",724
"Chiclayo","Lambayeque","Peru","LATAM","South",725
"Chico","California","United States","US","West",726
"Chieti","Abruzzi","Italy","EU","South",727
"Chifeng","Inner Mongolia","China","APAC","North Asia",728
"Chigasaki","Kanagawa","Japan","APAC","North Asia",729
"Chihuahua","Chihuahua","Mexico","LATAM","North",730
"Chililabombwe","Copperbelt","Zambia","Africa","Africa",731
"Chilly-Mazarin","Ile-de-France","France","EU","Central",732
"Chillán","Biobio","Chile","LATAM","South",733
"Chilpancingo","Guerrero","Mexico","LATAM","North",734
"Chimaltenango","Chimaltenango","Guatemala","LATAM","Central",735
"Chimbote","Ancash","Peru","LATAM","South",736
"Chimoio","Manica","Mozambique","Africa","Africa",737
"Chinandega","Chinandega","Nicaragua","LATAM","Central",738
"Chinautla","Guatemala","Guatemala","LATAM","Central",739
"Chincha Alta","Ica","Peru","LATAM","South",740
"Chingola","Copperbelt","Zambia","Africa","Africa",741
"Chioggia","Veneto","Italy","EU","South",742
"Chipata","Eastern","Zambia","Africa","Africa",743
"Chisinau","Chisinau","Moldova","EMEA","EMEA",744
"Chittagong","Chittagong","Bangladesh","APAC","Central Asia",745
"Chitungwiza","Harare","Zimbabwe","Africa","Africa",746
"Choisy-le-Roi","Ile-de-France","France","EU","Central",747
"Cholet","Pays de la Loire","France","EU","Central",748
"Choloma","Cortés","Honduras","LATAM","Central",749
"Cholula","Puebla","Mexico","LATAM","North",750
"Choluteca","Choluteca","Honduras","LATAM","Central",751
"Chongqing","Chongqing","China","APAC","North Asia",752
"Chorzow","Silesia","Poland","EMEA","EMEA",753
"Christchurch","Canterbury","New Zealand","APAC","Oceania",754
"Chula Vista","California","United States","US","West",755
"Chuncheon","Gangwon","South Korea","APAC","North Asia",756
"Cidade Ocidental","Goiás","Brazil","LATAM","South",757
"Ciego de Ávila","Ciego de Ávila","Cuba","LATAM","Caribbean",758
"Cienfuegos","Cienfuegos","Cuba","LATAM","Caribbean",759
"Cincinnati","Ohio","United States","US","East",760
"Cinisello Balsamo","Lombardy","Italy","EU","South",761
"Cipolletti","Río Negro","Argentina","LATAM","South",762
"Cirebon","Jawa Barat","Indonesia","APAC","Southeast Asia",763
"Citrus Heights","California","United States","US","West",764
"Ciudad del Carmen","Campeche","Mexico","LATAM","North",765
"Civitavecchia","Lazio","Italy","EU","South",766
"Cizre","Sirnak","Turkey","EMEA","EMEA",767
"Ciénaga","Magdalena","Colombia","LATAM","South",768
"Clacton-on-Sea","England","United Kingdom","EU","North",769
"Clamart","Ile-de-France","France","EU","Central",770
"Clarksville","Tennessee","United States","US","South",771
"Clermont-Ferrand","Auvergne","France","EU","Central",772
"Cleveland","Ohio","United States","US","East",773
"Clichy","Ile-de-France","France","EU","Central",774
"Clichy-sous-Bois","Ile-de-France","France","EU","Central",775
"Clifton","New Jersey","United States","US","East",776
"Clinton","Maryland","United States","US","East",777
"Clovis","New Mexico","United States","US","West",778
"Cluj-Napoca","Cluj","Romania","EMEA","EMEA",779
"Cluses","Rhône-Alpes","France","EU","Central",780
"Clydach","Wales","United Kingdom","EU","North",781
"Coacalco","México","Mexico","LATAM","North",782
"Coachella","California","United States","US","West",783
"Coari","Amazonas","Brazil","LATAM","South",784
"Coatzacoalcos","Veracruz","Mexico","LATAM","North",785
"Cochabamba","Cochabamba","Bolivia","LATAM","South",786
"Coffs Harbour","New South Wales","Australia","APAC","Oceania",787
"Cognac","Poitou-Charentes","France","EU","Central",788
"Coimbatore","Tamil Nadu","India","APAC","Central Asia",789
"Coimbra","Coimbra","Portugal","EU","South",790
"Colchester","England","United Kingdom","EU","North",791
"Colima","Colima","Mexico","LATAM","North",792
"College Station","Texas","United States","US","Central",793
"Colmar","Alsace","France","EU","Central",794
"Cologne","North Rhine-Westphalia","Germany","EU","Central",795
"Colombes","Ile-de-France","France","EU","Central",796
"Colombo","Parana","Brazil","LATAM","South",797
"Colombo","Western","Sri Lanka","APAC","Central Asia",798
"Colomiers","Midi-Pyrénées","France","EU","Central",799
"Colorado Springs","Colorado","United States","US","West",800
"Columbia","Maryland","United States","US","East",801
"Columbia","Missouri","United States","US","Central",802
"Columbia","South Carolina","United States","US","South",803
"Columbia","Tennessee","United States","US","South",804
"Columbus","Georgia","United States","US","South",805
"Columbus","Indiana","United States","US","Central",806
"Columbus","Ohio","United States","US","East",807
"Colón","Colón","Panama","LATAM","Central",808
