"Product ID","First(Category)","First(Sub-Category)","First(Product Name)","First(is_high_discount)"
"FUR-BO-10002968","Furniture","Bookcases","Bush Library with Doors, Metal","Normal"
"FUR-BO-10002975","Furniture","Bookcases","Dania Stackable Bookrack, Traditional","Normal"
"FUR-BO-10002981","Furniture","Bookcases","Bush Floating Shelf Set, Metal","Normal"
"FUR-BO-10002985","Furniture","Bookcases","Sauder Corner Shelving, Mobile","Normal"
"FUR-BO-10002990","Furniture","Bookcases","Dania Library with Doors, Traditional","Normal"
"FUR-BO-10002992","Furniture","Bookcases","Dania Library with Doors, Traditional","Normal"
"FUR-BO-10003007","Furniture","Bookcases","Ikea Stackable Bookrack, Metal","Normal"
"FUR-BO-10003022","Furniture","Bookcases","Dania 3-Shelf Cabinet, Metal","Normal"
"FUR-BO-10003028","Furniture","Bookcases","Sauder 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10003029","Furniture","Bookcases","Sauder Library with Doors, Traditional","Normal"
"FUR-BO-10003034","Furniture","Bookcases","Sauder Stackable Bookrack, Pine","Normal"
"FUR-BO-10003043","Furniture","Bookcases","Dania 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10003046","Furniture","Bookcases","Safco Library with Doors, Mobile","Normal"
"FUR-BO-10003078","Furniture","Bookcases","Safco Corner Shelving, Traditional","Normal"
"FUR-BO-10003086","Furniture","Bookcases","Safco Library with Doors, Traditional","Normal"
"FUR-BO-10003103","Furniture","Bookcases","Ikea Classic Bookcase, Metal","Normal"
"FUR-BO-10003106","Furniture","Bookcases","Sauder Corner Shelving, Metal","Normal"
"FUR-BO-10003112","Furniture","Bookcases","Sauder Floating Shelf Set, Traditional","Normal"
"FUR-BO-10003126","Furniture","Bookcases","Dania Library with Doors, Traditional","Normal"
"FUR-BO-10003159","Furniture","Bookcases","Sauder Camden County Collection Libraries, Planked Cherry Finish","Normal"
"FUR-BO-10003174","Furniture","Bookcases","Dania Floating Shelf Set, Pine","High Discount"
"FUR-BO-10003181","Furniture","Bookcases","Safco Corner Shelving, Metal","Normal"
"FUR-BO-10003185","Furniture","Bookcases","Ikea Floating Shelf Set, Metal","Normal"
"FUR-BO-10003199","Furniture","Bookcases","Bush Classic Bookcase, Mobile","Normal"
"FUR-BO-10003206","Furniture","Bookcases","Sauder Floating Shelf Set, Pine","Normal"
"FUR-BO-10003221","Furniture","Bookcases","Safco Corner Shelving, Mobile","Normal"
"FUR-BO-10003272","Furniture","Bookcases","O'Sullivan Living Dimensions 5-Shelf Bookcases","Normal"
"FUR-BO-10003282","Furniture","Bookcases","Ikea Classic Bookcase, Mobile","Normal"
"FUR-BO-10003284","Furniture","Bookcases","Sauder Floating Shelf Set, Mobile","Normal"
"FUR-BO-10003287","Furniture","Bookcases","Dania Corner Shelving, Traditional","Normal"
"FUR-BO-10003291","Furniture","Bookcases","Dania Corner Shelving, Metal","Normal"
"FUR-BO-10003297","Furniture","Bookcases","Ikea 3-Shelf Cabinet, Metal","Normal"
"FUR-BO-10003301","Furniture","Bookcases","Dania Floating Shelf Set, Metal","Normal"
"FUR-BO-10003320","Furniture","Bookcases","Dania Classic Bookcase, Metal","Normal"
"FUR-BO-10003323","Furniture","Bookcases","Safco 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10003326","Furniture","Bookcases","Safco Stackable Bookrack, Traditional","Normal"
"FUR-BO-10003333","Furniture","Bookcases","Sauder Stackable Bookrack, Traditional","Normal"
"FUR-BO-10003383","Furniture","Bookcases","Safco Floating Shelf Set, Mobile","Normal"
"FUR-BO-10003384","Furniture","Bookcases","Ikea Corner Shelving, Traditional","Normal"
"FUR-BO-10003386","Furniture","Bookcases","Sauder 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10003404","Furniture","Bookcases","Global Adaptabilites Bookcase, Cherry/Storm Gray Finish","Normal"
"FUR-BO-10003408","Furniture","Bookcases","Ikea 3-Shelf Cabinet, Metal","Normal"
"FUR-BO-10003433","Furniture","Bookcases","Sauder Cornerstone Collection Library","Normal"
"FUR-BO-10003438","Furniture","Bookcases","Dania Corner Shelving, Pine","Normal"
"FUR-BO-10003441","Furniture","Bookcases","Bush Westfield Collection Bookcases, Fully Assembled","Normal"
"FUR-BO-10003450","Furniture","Bookcases","Bush Westfield Collection Bookcases, Dark Cherry Finish","Normal"
"FUR-BO-10003463","Furniture","Bookcases","Ikea Stackable Bookrack, Metal","Normal"
"FUR-BO-10003499","Furniture","Bookcases","Ikea Library with Doors, Pine","Normal"
"FUR-BO-10003530","Furniture","Bookcases","Safco Classic Bookcase, Metal","High Discount"
"FUR-BO-10003541","Furniture","Bookcases","Bush Classic Bookcase, Metal","Normal"
"FUR-BO-10003543","Furniture","Bookcases","Safco Floating Shelf Set, Mobile","Normal"
"FUR-BO-10003546","Furniture","Bookcases","Hon 4-Shelf Metal Bookcases","Normal"
"FUR-BO-10003549","Furniture","Bookcases","Sauder Floating Shelf Set, Metal","Normal"
"FUR-BO-10003554","Furniture","Bookcases","Dania 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10003559","Furniture","Bookcases","Sauder Stackable Bookrack, Pine","Normal"
"FUR-BO-10003563","Furniture","Bookcases","Bush 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10003589","Furniture","Bookcases","Dania Floating Shelf Set, Traditional","Normal"
"FUR-BO-10003604","Furniture","Bookcases","Ikea Corner Shelving, Mobile","Normal"
"FUR-BO-10003631","Furniture","Bookcases","Safco Stackable Bookrack, Mobile","Normal"
"FUR-BO-10003647","Furniture","Bookcases","Ikea Classic Bookcase, Pine","Normal"
"FUR-BO-10003660","Furniture","Bookcases","Bush Cubix Collection Bookcases, Fully Assembled","Normal"
"FUR-BO-10003661","Furniture","Bookcases","Sauder Floating Shelf Set, Traditional","Normal"
"FUR-BO-10003668","Furniture","Bookcases","Sauder Floating Shelf Set, Pine","High Discount"
"FUR-BO-10003688","Furniture","Bookcases","Bush Stackable Bookrack, Pine","Normal"
"FUR-BO-10003697","Furniture","Bookcases","Safco Floating Shelf Set, Mobile","Normal"
"FUR-BO-10003706","Furniture","Bookcases","Sauder Stackable Bookrack, Pine","Normal"
"FUR-BO-10003713","Furniture","Bookcases","Sauder Corner Shelving, Mobile","Normal"
"FUR-BO-10003734","Furniture","Bookcases","Dania Classic Bookcase, Metal","Normal"
"FUR-BO-10003738","Furniture","Bookcases","Dania Library with Doors, Mobile","Normal"
"FUR-BO-10003768","Furniture","Bookcases","Sauder 3-Shelf Cabinet, Traditional","Normal"
"FUR-BO-10003779","Furniture","Bookcases","Ikea Library with Doors, Traditional","Normal"
"FUR-BO-10003783","Furniture","Bookcases","Dania Library with Doors, Pine","Normal"
"FUR-BO-10003793","Furniture","Bookcases","Bush 3-Shelf Cabinet, Metal","Normal"
"FUR-BO-10003828","Furniture","Bookcases","Bush 3-Shelf Cabinet, Metal","Normal"
"FUR-BO-10003873","Furniture","Bookcases","Safco Library with Doors, Mobile","Normal"
"FUR-BO-10003878","Furniture","Bookcases","Safco Corner Shelving, Mobile","Normal"
"FUR-BO-10003880","Furniture","Bookcases","Dania Corner Shelving, Pine","High Discount"
"FUR-BO-10003881","Furniture","Bookcases","Sauder Floating Shelf Set, Mobile","Normal"
"FUR-BO-10003887","Furniture","Bookcases","Ikea Floating Shelf Set, Traditional","Normal"
"FUR-BO-10003893","Furniture","Bookcases","Sauder Camden County Collection Library","Normal"
"FUR-BO-10003894","Furniture","Bookcases","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","Normal"
"FUR-BO-10003903","Furniture","Bookcases","Dania 3-Shelf Cabinet, Pine","Normal"
"FUR-BO-10003904","Furniture","Bookcases","Ikea Corner Shelving, Traditional","Normal"
"FUR-BO-10003905","Furniture","Bookcases","Ikea Stackable Bookrack, Mobile","Normal"
"FUR-BO-10003913","Furniture","Bookcases","Safco Stackable Bookrack, Pine","Normal"
"FUR-BO-10003945","Furniture","Bookcases","Sauder 3-Shelf Cabinet, Metal","Normal"
"FUR-BO-10003965","Furniture","Bookcases","O'Sullivan Manor Hill 2-Door Library in Brianna Oak","Normal"
"FUR-BO-10003966","Furniture","Bookcases","Sauder Facets Collection Library, Sky Alder Finish","Normal"
"FUR-BO-10003968","Furniture","Bookcases","Sauder Library with Doors, Mobile","Normal"
"FUR-BO-10003985","Furniture","Bookcases","Sauder Classic Bookcase, Traditional","Normal"
"FUR-BO-10003991","Furniture","Bookcases","Bush Classic Bookcase, Traditional","Normal"
"FUR-BO-10004015","Furniture","Bookcases","Bush Andora Bookcase, Maple/Graphite Gray Finish","Normal"
"FUR-BO-10004032","Furniture","Bookcases","Bush Corner Shelving, Pine","High Discount"
"FUR-BO-10004043","Furniture","Bookcases","Dania Classic Bookcase, Metal","Normal"
"FUR-BO-10004053","Furniture","Bookcases","Dania Library with Doors, Metal","Normal"
"FUR-BO-10004055","Furniture","Bookcases","Safco Corner Shelving, Metal","Normal"
"FUR-BO-10004075","Furniture","Bookcases","Safco Floating Shelf Set, Metal","Normal"
"FUR-BO-10004080","Furniture","Bookcases","Ikea Stackable Bookrack, Traditional","Normal"
"FUR-BO-10004082","Furniture","Bookcases","Sauder Classic Bookcase, Metal","Normal"
"FUR-BO-10004098","Furniture","Bookcases","Ikea Stackable Bookrack, Pine","Normal"
"FUR-BO-10004103","Furniture","Bookcases","Dania Library with Doors, Pine","High Discount"
"FUR-BO-10004113","Furniture","Bookcases","Sauder Classic Bookcase, Pine","Normal"
"FUR-BO-10004119","Furniture","Bookcases","Ikea Floating Shelf Set, Traditional","Normal"
"FUR-BO-10004129","Furniture","Bookcases","Sauder Classic Bookcase, Pine","Normal"
"FUR-BO-10004135","Furniture","Bookcases","Ikea Stackable Bookrack, Traditional","Normal"
"FUR-BO-10004142","Furniture","Bookcases","Safco Classic Bookcase, Traditional","Normal"
"FUR-BO-10004161","Furniture","Bookcases","Bush Corner Shelving, Mobile","Normal"
"FUR-BO-10004162","Furniture","Bookcases","Ikea Floating Shelf Set, Pine","Normal"
"FUR-BO-10004191","Furniture","Bookcases","Safco Corner Shelving, Traditional","Normal"
"FUR-BO-10004199","Furniture","Bookcases","Ikea 3-Shelf Cabinet, Pine","Normal"
"FUR-BO-10004218","Furniture","Bookcases","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","Normal"
"FUR-BO-10004219","Furniture","Bookcases","Safco 3-Shelf Cabinet, Metal","Normal"
"FUR-BO-10004230","Furniture","Bookcases","Bush Corner Shelving, Metal","Normal"
"FUR-BO-10004238","Furniture","Bookcases","Ikea Corner Shelving, Pine","High Discount"
"FUR-BO-10004254","Furniture","Bookcases","Ikea Classic Bookcase, Traditional","Normal"
"FUR-BO-10004312","Furniture","Bookcases","Bush Floating Shelf Set, Traditional","Normal"
"FUR-BO-10004316","Furniture","Bookcases","Bush 3-Shelf Cabinet, Pine","Normal"
"FUR-BO-10004327","Furniture","Bookcases","Bush 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10004340","Furniture","Bookcases","Safco Classic Bookcase, Mobile","Normal"
"FUR-BO-10004357","Furniture","Bookcases","O'Sullivan Living Dimensions 3-Shelf Bookcases","Normal"
"FUR-BO-10004360","Furniture","Bookcases","Rush Hierlooms Collection Rich Wood Bookcases","Normal"
"FUR-BO-10004371","Furniture","Bookcases","Dania Classic Bookcase, Pine","High Discount"
"FUR-BO-10004388","Furniture","Bookcases","Ikea Library with Doors, Metal","Normal"
"FUR-BO-10004399","Furniture","Bookcases","Bush Floating Shelf Set, Pine","Normal"
"FUR-BO-10004404","Furniture","Bookcases","Ikea 3-Shelf Cabinet, Pine","Normal"
"FUR-BO-10004407","Furniture","Bookcases","Ikea Floating Shelf Set, Metal","Normal"
"FUR-BO-10004408","Furniture","Bookcases","Dania Stackable Bookrack, Pine","Normal"
"FUR-BO-10004409","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","Normal"
"FUR-BO-10004423","Furniture","Bookcases","Ikea Corner Shelving, Pine","Normal"
"FUR-BO-10004425","Furniture","Bookcases","Sauder Library with Doors, Mobile","Normal"
"FUR-BO-10004430","Furniture","Bookcases","Bush Floating Shelf Set, Metal","Normal"
"FUR-BO-10004434","Furniture","Bookcases","Ikea Library with Doors, Traditional","Normal"
"FUR-BO-10004441","Furniture","Bookcases","Ikea Library with Doors, Metal","Normal"
"FUR-BO-10004445","Furniture","Bookcases","Bush Stackable Bookrack, Pine","Normal"
"FUR-BO-10004452","Furniture","Bookcases","Bush Classic Bookcase, Pine","Normal"
"FUR-BO-10004459","Furniture","Bookcases","Safco 3-Shelf Cabinet, Traditional","Normal"
"FUR-BO-10004467","Furniture","Bookcases","Bestar Classic Bookcase","Normal"
"FUR-BO-10004472","Furniture","Bookcases","Dania Library with Doors, Pine","Normal"
"FUR-BO-10004483","Furniture","Bookcases","Ikea Floating Shelf Set, Pine","Normal"
"FUR-BO-10004504","Furniture","Bookcases","Sauder 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10004507","Furniture","Bookcases","Ikea Corner Shelving, Metal","Normal"
"FUR-BO-10004508","Furniture","Bookcases","Ikea Floating Shelf Set, Mobile","Normal"
"FUR-BO-10004529","Furniture","Bookcases","Sauder 3-Shelf Cabinet, Pine","Normal"
"FUR-BO-10004537","Furniture","Bookcases","Dania Floating Shelf Set, Mobile","Normal"
"FUR-BO-10004541","Furniture","Bookcases","Dania Library with Doors, Mobile","Normal"
"FUR-BO-10004547","Furniture","Bookcases","Bush Stackable Bookrack, Traditional","Normal"
"FUR-BO-10004558","Furniture","Bookcases","Sauder Library with Doors, Pine","Normal"
"FUR-BO-10004560","Furniture","Bookcases","Bush Floating Shelf Set, Mobile","Normal"
"FUR-BO-10004565","Furniture","Bookcases","Sauder Corner Shelving, Traditional","Normal"
"FUR-BO-10004567","Furniture","Bookcases","Bush Floating Shelf Set, Mobile","Normal"
"FUR-BO-10004585","Furniture","Bookcases","Ikea 3-Shelf Cabinet, Traditional","Normal"
"FUR-BO-10004620","Furniture","Bookcases","Safco Stackable Bookrack, Mobile","Normal"
"FUR-BO-10004630","Furniture","Bookcases","Ikea Library with Doors, Mobile","Normal"
"FUR-BO-10004633","Furniture","Bookcases","Safco Stackable Bookrack, Traditional","Normal"
"FUR-BO-10004648","Furniture","Bookcases","Sauder Library with Doors, Pine","Normal"
"FUR-BO-10004660","Furniture","Bookcases","Sauder Library with Doors, Metal","Normal"
"FUR-BO-10004665","Furniture","Bookcases","Bush Classic Bookcase, Mobile","Normal"
"FUR-BO-10004670","Furniture","Bookcases","Dania Library with Doors, Mobile","Normal"
"FUR-BO-10004679","Furniture","Bookcases","Safco Library with Doors, Pine","Normal"
"FUR-BO-10004681","Furniture","Bookcases","Ikea Stackable Bookrack, Metal","Normal"
"FUR-BO-10004690","Furniture","Bookcases","O'Sullivan Cherrywood Estates Traditional Barrister Bookcase","Normal"
"FUR-BO-10004695","Furniture","Bookcases","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine","Normal"
"FUR-BO-10004699","Furniture","Bookcases","Dania 3-Shelf Cabinet, Mobile","Normal"
"FUR-BO-10004704","Furniture","Bookcases","Bush Corner Shelving, Pine","Normal"
"FUR-BO-10004707","Furniture","Bookcases","Ikea Library with Doors, Traditional","Normal"
"FUR-BO-10004709","Furniture","Bookcases","Bush Classic Bookcase, Pine","Normal"
"FUR-BO-10004725","Furniture","Bookcases","Sauder Library with Doors, Metal","Normal"
"FUR-BO-10004771","Furniture","Bookcases","Ikea Classic Bookcase, Traditional","Normal"
"FUR-BO-10004773","Furniture","Bookcases","Ikea Floating Shelf Set, Mobile","Normal"
"FUR-BO-10004806","Furniture","Bookcases","Safco Corner Shelving, Traditional","Normal"
"FUR-BO-10004821","Furniture","Bookcases","Dania Corner Shelving, Traditional","Normal"
"FUR-BO-10004824","Furniture","Bookcases","Safco Stackable Bookrack, Traditional","Normal"
"FUR-BO-10004834","Furniture","Bookcases","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","Normal"
"FUR-BO-10004842","Furniture","Bookcases","Dania 3-Shelf Cabinet, Pine","Normal"
"FUR-BO-10004844","Furniture","Bookcases","Sauder Corner Shelving, Mobile","Normal"
"FUR-BO-10004852","Furniture","Bookcases","Sauder Classic Bookcase, Traditional","Normal"
"FUR-BO-10004878","Furniture","Bookcases","Ikea 3-Shelf Cabinet, Traditional","Normal"
"FUR-BO-10004899","Furniture","Bookcases","Safco Floating Shelf Set, Pine","Normal"
"FUR-BO-10004911","Furniture","Bookcases","Ikea Corner Shelving, Mobile","Normal"
"FUR-BO-10004914","Furniture","Bookcases","Bush 3-Shelf Cabinet, Traditional","Normal"
"FUR-BO-10004917","Furniture","Bookcases","Dania Stackable Bookrack, Mobile","Normal"
"FUR-BO-10004924","Furniture","Bookcases","Sauder Library with Doors, Traditional","Normal"
"FUR-BO-10004926","Furniture","Bookcases","Safco 3-Shelf Cabinet, Traditional","Normal"
"FUR-BO-10004935","Furniture","Bookcases","Ikea Stackable Bookrack, Mobile","High Discount"
"FUR-BO-10004947","Furniture","Bookcases","Safco Stackable Bookrack, Pine","Normal"
"FUR-BO-10004980","Furniture","Bookcases","Bush Library with Doors, Mobile","Normal"
"FUR-BO-10004999","Furniture","Bookcases","Safco Classic Bookcase, Metal","Normal"
"FUR-BUS-10000332","Furniture","Bookcases","Bush Library with Doors, Traditional","Normal"
"FUR-BUS-10000984","Furniture","Bookcases","Bush 3-Shelf Cabinet, Traditional","Normal"
"FUR-BUS-10001187","Furniture","Bookcases","Bush Classic Bookcase, Metal","Normal"
"FUR-BUS-10001243","Furniture","Bookcases","Bush Classic Bookcase, Pine","Normal"
"FUR-BUS-10001781","Furniture","Bookcases","Bush Library with Doors, Metal","Normal"
"FUR-BUS-10001876","Furniture","Bookcases","Bush 3-Shelf Cabinet, Pine","High Discount"
"FUR-BUS-10002040","Furniture","Bookcases","Bush Library with Doors, Mobile","Normal"
"FUR-BUS-10002138","Furniture","Bookcases","Bush Stackable Bookrack, Pine","Normal"
"FUR-BUS-10002192","Furniture","Bookcases","Bush 3-Shelf Cabinet, Metal","Normal"
"FUR-BUS-10002639","Furniture","Bookcases","Bush Corner Shelving, Mobile","Normal"
"FUR-BUS-10002989","Furniture","Bookcases","Bush Classic Bookcase, Traditional","Normal"
"FUR-BUS-10003055","Furniture","Bookcases","Bush Stackable Bookrack, Pine","High Discount"
"FUR-BUS-10003368","Furniture","Bookcases","Bush Floating Shelf Set, Mobile","High Discount"
"FUR-BUS-10003708","Furniture","Bookcases","Bush Stackable Bookrack, Traditional","High Discount"
"FUR-BUS-10003724","Furniture","Bookcases","Bush Corner Shelving, Metal","Normal"
"FUR-BUS-10004121","Furniture","Bookcases","Bush 3-Shelf Cabinet, Mobile","High Discount"
"FUR-BUS-10004336","Furniture","Bookcases","Bush Corner Shelving, Traditional","Normal"
"FUR-BUS-10004475","Furniture","Bookcases","Bush Floating Shelf Set, Traditional","Normal"
"FUR-BUS-10004622","Furniture","Bookcases","Bush Corner Shelving, Pine","Normal"
